0x400a7e: ret
0x4211d5: retw
0x401a7d: iret
0x4090a1: retf
0x456147: add [rax-0x1],bh; mov [rdi],rsi; ret
0x41d551: fldenv [rsi+0xf]; xlat ds:[rbx]; ret
0x457289: sbb [rax],al; add [rax-0x7d],cl; ret
0x46a2a2: rex.R ror [rcx+rcx*4-0x40],0x5b; ret
0x43714e: add [rax],al; lea rax,[rdi+0xd]; ret
0x43710e: add [rax],al; lea rax,[rdi+0x9]; ret
0x400fb5: add al,[rax]; add [rax-0x39],cl; ret
0x43713e: add [rax],al; lea rax,[rdi+0xc]; ret
0x40568a: mov dh,0x73; add [rax-0x77],ecx; ret
0x41158f: add ch,[rcx]; add [rax+0x39],cl; ret
0x44dd6b: add al,[rax]; add [rax+0x63],cl; ret
0x439053: mov [rdi],ecx; mov [rsi-0x2],cx; ret
0x467217: add [rbx],al; add [rax],al; repz ret
0x48ffa4: stc; jnp 0x48ff60 <__tens+5088>; ret
0x43707d: add [rax],al; lea rax,[rdi+0xf]; ret
0x416880: add eax,0x22d1b; cmovne rax,rdx; ret
0x439029: vmovdqu XMMWORD [rsi-0x10],xmm0; ret
0x436553: mov [rdi+0x8],dh; mov [rdi],rcx; ret
0x4082a0: xor [rcx],al; add [rax],al; repz ret
0x46f44e: add [rbp+0x14],dh; add rsp,0x38; ret
0x461f82: add [rbp+0x1e],dh; add rsp,0x38; ret
0x4388c5: sbb eax,eax; sbb eax,0xffffffff; ret
0x4370ce: add [rax],al; lea rax,[rdi+0x4]; ret
0x409617: nop cs:[rax+rax*1+0x0]; pop rbx; ret
0x46d0ee: add [rax],al; mov rax,[rax+0x8]; ret
0x43b976: add [rbp+0x42],dh; add rsp,0x58; ret
0x4743bc: add eax,[rax]; add [rax+0x1],cl; ret
0x41691f: add eax,0x2390c; cmovne rax,rdx; ret
0x4364e0: mov dx,WORD [rsi]; mov [rdi],dx; ret
0x412791: add [rax],al; add [rcx-0x7d],cl; ret
0x44ca8a: or [rcx],eax; add [rax+0x39],cl; ret
0x40ea18: mov eax,[rdi+0x10]; sub eax,edx; ret
0x426f9a: in al,0xf3; movq [rdi-0x10],mm1; ret
0x46b380: clc; dec [rax+0xf]; rex.R ret 0x66c3
0x421554: pop rdi; lock mov [rdi-0x8],rdx; ret
0x4726bc: mov eax,0x489066ff; add esp,0x8; ret
0x436013: mov [rdx],ax; lea rax,[rdx+0x1]; ret
0x436526: mov [rdi],ecx; mov [rdi+0x4],dx; ret
0x42a8cf: mov [rdi],esi; mov [r9-0x4],ecx; ret
0x436568: mov [rdi],ecx; mov [rdi+0x8],dx; ret
0x43709e: add [rax],al; lea rax,[rdi+0x1]; ret
0x416b20: add eax,0x22a7b; cmovne rax,rdx; ret
0x415cb2: and eax,0xf480000; rex.RB ret 0xc3f3
0x47518c: lea eax,[rax+0x8]; mov [r10],r8; ret
0x416819: add eax,0x229d2; cmovne rax,rdx; ret
0x416b01: add al,cs:[rax]; cmovne rax,rdx; ret
0x416a5a: and ch,0x2; cmovne rax,rdx; repz ret
0x45e75a: mov [rax],rdx; xor eax,eax; repz ret
0x488c24: add [rax],al; add [rax],al; ret 0x33
0x4004cb: or ebp,[rdx]; add [rsi-0x70],ah; ret
0x436b03: mov [rdi],dx; lea rax,[rdi+0x1]; ret
0x43901f: vmovdqu YMMWORD [rsi-0x20],ymm2; ret
0x4676b0: or [rdi+0x315],0x4; xor eax,eax; ret
0x4604f8: std; dec [rax+0xf]; rex.R ret 0x90c3
0x421a7d: rex.WRXB cmc; mov [rdi-0x4],edx; ret
0x4370ae: add [rax],al; lea rax,[rdi+0x2]; ret
0x43bbc5: add [rbp+0x43],dh; add rsp,0x18; ret
0x47746b: add rax,[r8+0xd0]; add rsp,0x18; ret
0x427b48: mov [rdi+0x1],edx; mov [rdi],cx; ret
0x4490bd: mov [rdi],0x0; pop rbx; pop r14; ret
0x4775a7: rex.R and al,0x10; add rsp,0x28; ret
0x43711e: add [rax],al; lea rax,[rdi+0xa]; ret
0x4383a5: mov dh,0x56; icebp; sub eax,edx; ret
0x436f11: add [rax],eax; add dh,dh; ret 0x7540
0x43702a: add [rax],al; lea rax,[rdi+0x7]; ret
0x415bbd: add [rax],al; add [rax+0x16],bh; ret
0x42a8be: mov [rdi],esi; mov [r9-0x8],rcx; ret
0x439274: rep movs es:[rdi],ds:[rsi]; cld; ret
0x46bbf9: mov rbx,[rsp]; add rsp,0x30; bnd ret
0x44554e: test [rsi+rdi*8-0x7cb70001],esi; ret
0x4082f1: add [rax],al; add [rax-0x77],cl; ret
0x48e9bb: mov ebx,0xbfbebdbc; rol cl,0xc2; ret
0x415d00: add eax,0x2307b; cmovne rax,rdx; ret
0x48f24b: xchg [rsp+rax*1+0x6fa9ce9d],esp; ret
0x43905c: add [rdx+0x2],esi; mov [rdi],cl; ret
0x4397e7: movabs al,ds:0x77f8c5237f7ec1c4; ret
0x432a9f: mov al,0xc5; std; xlat ds:[rbx]; ret
0x41d65e: xor [rsi+0xf],ah; xlat ds:[rbx]; ret
0x4169bf: add eax,0x22ffc; cmovne rax,rdx; ret
0x44cfcd: or [rax],eax; add [rcx-0x77],cl; ret
0x421516: pop rdi; lock mov [rdi-0x8],rcx; ret
0x48f6f6: cld; test al,0x97; xchg esp,eax; ret
0x4370fe: add [rax],al; lea rax,[rdi+0x8]; ret
0x4514f5: out dx,eax; cli; dec [rax+0x29]; ret
0x45db3a: jo 0x45db4c; mov [rax+0x40],rcx; ret
0x438f08: ror [rax+0x1],0xf8; sub rax,rsi; ret
0x438fda: vmovups ZMMWORD [rsi-0x40],zmm2; ret
0x40569d: add [rax],al; add [rax-0x7d],cl; ret
0x43dc11: and dh,al; rex.RXB sub [r9],r8b; ret
0x46d290: add [rbp+0x30],dh; add rsp,0x38; ret
0x46bbfa: mov ebx,[rsp]; add rsp,0x30; bnd ret
0x48f77b: rex.WRB push r8; and ebx,[rbx]; iret
0x4169e0: add eax,0x22bab; cmovne rax,rdx; ret
0x41685f: add eax,0x2316c; cmovne rax,rdx; ret
0x47a2d6: jmp 0x90c2623; pop rbx; pop rbp; ret
0x46cb73: add al,[rax]; add [rcx-0x77],al; ret
0x436567: mov [rdi],rcx; mov [rdi+0x8],dx; ret
0x421c6d: rex.WRXB hlt; mov [rdi-0x4],edx; ret
0x4348c8: add eax,0x48054289; mov eax,edi; ret
0x42a8bd: mov [rdi],rsi; mov [r9-0x8],rcx; ret
0x416979: add eax,0x22862; cmovne rax,rdx; ret
0x471656: add [rax],al; add [rcx-0x77],al; ret
0x4168ce: add eax,0x237dd; cmovne rax,rdx; ret
0x43715e: add [rax],al; lea rax,[rdi+0xe]; ret
0x416aff: add eax,0x22ecc; cmovne rax,rdx; ret
0x46d435: add [rbp+0x1c],dh; add rsp,0x48; ret
0x416882: sub eax,0xf480002; rex.RB ret 0x66c3
0x41d7fb: mov esp,0xf80148c0; add rax,rcx; ret
0x436ce0: adc al,0x48; lea eax,[rdi+0x14]; ret
0x416a5b: in eax,0x2; cmovne rax,rdx; repz ret
0x46d69f: add [rbp+0x12],dh; add rsp,0x38; ret
0x40edc1: add al,[rax]; add rsp,0x80; repz ret
0x41d7fc: ror [rax+0x1],0xf8; add rax,rcx; ret
0x432e53: mov esp,0xd00148d2; sub rax,rdi; ret
0x45e75b: mov [rax],edx; xor eax,eax; repz ret
0x46fe05: add [rax],r8b; xor eax,eax; repz ret
0x4022fe: add [rax],al; add [rax-0x39],cl; ret
0x4364f4: mov [rdi],ecx; mov [rdi+0x2],dh; ret
0x488734: add [rax],al; add [rax],al; ret 0x24
0x416ab9: add eax,0x22732; cmovne rax,rdx; ret
0x4774af: or [rbp+0x1a],dh; mov rax,[rax]; ret
0x4370de: add [rax],al; lea rax,[rdi+0x5]; ret
0x43c9c4: mov [rdx],rdi; pop rbx; pop rbp; ret
0x46ae9c: add eax,0x239507; mov [rsi],rax; ret
0x461e3b: add [rbp+0x45],dh; add rsp,0x58; ret
0x43b746: add [rbp+0x10],dh; add rsp,0x28; ret
0x421682: push rsi; clc; mov [rdi-0x8],rdx; ret
0x4327f0: bsf rax,rax; lea rax,[rdi+rax*1]; ret
0x4383c4: movzx edx,[rsi-0xd]; sub eax,edx; ret
0x4365b7: mov [rdi],rcx; mov [rdi+0x7],rdx; ret
0x44a696: add [rbp+0x4a],dh; add rsp,0x148; ret
0x436535: mov [rdi],ecx; mov [rdi+0x3],edx; ret
0x415e04: add [rax],al; add [rcx-0x77],cl; retf
0x461118: nop [rax+rax*1+0x0]; mov rax,0x6; ret
0x43d1f3: add [rax],0x0; add [rax],al; repz ret
0x461d2c: mov ecx,0x48000000; add esp,0x78; ret
0x43da05: add eax,[rax]; add [rcx-0x77],al; ret
0x426fb9: push rdi; hlt; mov [rdi-0x4],ecx; ret
0x4365a7: mov [rdi],rcx; mov [rdi+0x6],rdx; ret
0x41d741: mov esp,0x448d48c0; cmp [rax],ah; ret
0x41f464: movzx ecx,[rsi-0x1]; sub eax,ecx; ret
0x435f94: mov [rdx],eax; lea rax,[rdx+0x7]; ret
0x40ed08: nop [rax+rax*1+0x0]; mov rax,rdi; ret
0x40f5a8: add [rax],eax; add [rax],al; repz ret
0x40fceb: jne 0x40fcef <top_check+79>; repz ret
0x407f1d: add [rcx+0x415d5be8],cl; pop rsp; ret
0x42f4cd: mov edx,[rcx+rdx*4]; sub eax,edx; ret
0x436b73: mov [rdi],rdx; lea rax,[rdi+0x7]; ret
0x436b74: mov [rdi],edx; lea rax,[rdi+0x7]; ret
0x427837: mov [rdi+0x2],rdx; mov [rdi],rcx; ret
0x427607: mov [rdi+0x7],rdx; mov [rdi],rcx; ret
0x41d71f: add [rdi],cl; mov esp,0xf80148c0; ret
0x4278a7: mov [rdi+0x1],rdx; mov [rdi],rcx; ret
0x4383e4: movzx edx,[rsi-0xb]; sub eax,edx; ret
0x436b87: mov [rdi],ecx; lea rax,[rdi+0x8]; ret
0x4326d3: bsf eax,eax; lea rax,[rdi+rax*1]; ret
0x462b20: pushf; mov ?,ebp; dec [rax+0x39]; ret
0x415bd9: or al,0x0; add [rax],al; pop rbx; ret
0x4022fd: add [rax],0x0; add [rax-0x39],cl; ret
0x46e00a: or [rcx-0x2d],cl; jmp 0x1096695e; ret
0x436598: mov [rdi],ecx; mov [rdi+0x5],rdx; ret
0x421df1: push rsi; cld; mov [rdi-0x4],edx; ret
0x439047: mov [rdi],ecx; mov [rsi-0x4],ecx; ret
0x4726b9: jmp 0x0; xchg ax,ax; add rsp,0x8; ret
0x46c457: cmp eax,[rax]; add [rcx-0x77],cl; ret
0x427a65: mov [rdi+0x1],edx; mov [rdi],ecx; ret
0x45fc58: bsr rsi,rsi; lea rax,[rcx+rsi*1]; ret
0x4383d4: movzx edx,[rsi-0xc]; sub eax,edx; ret
0x436577: mov [rdi],ecx; mov [rdi+0x7],edx; ret
0x4149f5: nop [rax]; add rsp,0x10; pop rbx; ret
0x489ec4: add [rax],al; add [rax],al; ret 0x1d5
0x46d52f: rex.XB adc [r8+0x5a],bl; pop rbx; ret
0x4383f4: movzx edx,[rsi-0xa]; sub eax,edx; ret
0x435f93: mov [rdx],rax; lea rax,[rdx+0x7]; ret
0x4610f8: nop [rax+rax*1+0x0]; mov rax,0x4; ret
0x41d731: mov esp,0x448d48c0; cmp [rax],dl; ret
0x44df72: add [rax],al; add [rax-0x77],cl; iret
0x427678: mov [rdi+0x6],edx; mov [rdi],rcx; ret
0x421ff7: push rdi; sti; mov [rdi-0x4],ecx; ret
0x4774de: add [rax],al; mov rax,[rdi+0x90]; ret
0x40cd15: add eax,[rax]; add rsp,0x80; repz ret
0x4223f7: push rdi; stc; mov [rdi-0x4],ecx; ret
0x455bd8: add [rax],eax; add [rax-0x7d],cl; ret
0x47746c: add eax,[rax+0xd0]; add rsp,0x18; ret
0x4610a8: nop [rax+rax*1+0x0]; add rax,0x3; ret
0x438f49: lea rax,[rdi+rcx*1]; sub rax,rsi; ret
0x4276e7: mov [rdi+0x5],rdx; mov [rdi],rcx; ret
0x4277c7: mov [rdi+0x3],rdx; mov [rdi],rcx; ret
0x427758: mov [rdi+0x4],edx; mov [rdi],rcx; ret
0x4221f7: push rdi; cli; mov [rdi-0x4],ecx; ret
0x436b86: mov [rdi],rcx; lea rax,[rdi+0x8]; ret
0x4383a4: movzx edx,[rsi-0xf]; sub eax,edx; ret
0x436b22: mov [rdi],edx; lea rax,[rdi+0x3]; ret
0x415e6d: sbb cl,[rcx+rcx*4-0x30]; pop rbx; ret
0x436ec8: nop [rax+rax*1+0x0]; xor rax,rax; ret
0x49bf01: add [rdi],0x48; or eax,0x35b0303; ret
0x47756e: add [rax],al; mov rax,[rdi+0xa0]; ret
0x42abb3: vmovups ZMMWORD [r9+0x1c0],zmm15; ret
0x45fb54: bsr rsi,rsi; lea rax,[rdi+rsi*1]; ret
0x4783d8: nop [rax+rax*1+0x0]; mov eax,0x2; ret
0x40ecfe: add [rax],al; mov rax,[rdi+0x68]; ret
0x403d46: mov [rcx-0x75],0x47; add al,0xeb; ret
0x43dc22: push rdi; adc [rbx-0x1e],dh; repz ret
0x45fb55: bsr esi,esi; lea rax,[rdi+rsi*1]; ret
0x4630f4: mov al,0xd3; stc; dec [rax+0x39]; ret
0x460bdc: jne 0x460bd0 <wcschrnul+16>; repz ret
0x4610e8: nop [rax+rax*1+0x0]; mov rax,0x3; ret
0x411020: adc [rcx],ch; add [rax-0x7d],cl; retf
0x455d0a: add [rcx+0x415d5bd0],cl; pop rsp; ret
0x46b769: push 0x23; add [rcx],al; pop rbx; ret
0x47755e: add [rax],al; mov [rdi+0x98],rsi; ret
0x43837b: movzx edx,[rsi-0x9]; sub eax,edx; ret
0x427677: mov [rdi+0x6],rdx; mov [rdi],rcx; ret
0x42709a: out 0xf3,al; movq [rdi-0x10],mm1; ret
0x43ee2b: add [rax],al; add al,ch; pop rbp; ret
0x427757: mov [rdi+0x4],rdx; mov [rdi],rcx; ret
0x48972c: add [rax],al; add [rax],al; ret 0x1d4
0x4775a5: mov rax,[rsp+0x10]; add rsp,0x28; ret
0x4610d8: nop [rax+rax*1+0x0]; mov rax,0x2; ret
0x4057ea: add [rax],al; nop [rax+0x0]; repz ret
0x4610c8: nop [rax+rax*1+0x0]; mov rax,0x1; ret
0x438f4a: lea eax,[rdi+rcx*1]; sub rax,rsi; ret
0x436587: mov [rdi],ecx; mov [rdi+0x8],edx; ret
0x496735: add [rsi+rcx*1+0x10],ecx; rex.RXB ret
0x4278a8: mov [rdi+0x1],edx; mov [rdi],rcx; ret
0x4365a8: mov [rdi],ecx; mov [rdi+0x6],rdx; ret
0x427608: mov [rdi+0x7],edx; mov [rdi],rcx; ret
0x4276e8: mov [rdi+0x5],edx; mov [rdi],rcx; ret
0x4775a6: mov eax,[rsp+0x10]; add rsp,0x28; ret
0x436b35: mov [rdi],ecx; lea rax,[rdi+0x4]; ret
0x40dec8: nop [rax+rax*1+0x0]; xor eax,eax; ret
0x4277c8: mov [rdi+0x3],edx; mov [rdi],rcx; ret
0x40fa76: add [rax],al; mov [rdi+0x60],rcx; ret
0x48ef02: mov ch,0x31; mov ah,bl; push rsi; ret
0x461108: nop [rax+rax*1+0x0]; mov rax,0x5; ret
0x4775be: add [rax],al; mov rax,[rdi+0xb0]; ret
0x427838: mov [rdi+0x2],edx; mov [rdi],rcx; ret
0x41f217: movzx edx,[rsi-0x1]; sub eax,edx; ret
0x436586: mov [rdi],rcx; mov [rdi+0x8],edx; ret
0x436b04: mov [rdi],edx; lea rax,[rdi+0x1]; ret
0x409ab9: add [rax],al; mov eax,0xffffffff; ret
0x46d234: rex.XB sbb [r8+0x5a],bl; pop rbx; ret
0x461128: nop [rax+rax*1+0x0]; mov rax,0x7; ret
0x436576: mov [rdi],rcx; mov [rdi+0x7],edx; ret
0x49becd: add [rdi],0x48; or eax,0x34b0303; ret
0x47a5c3: nop [rax+rax*1+0x0]; add rsp,0x8; ret
0x47757e: add [rax],al; mov rax,[rdi+0xb8]; ret
0x436597: mov [rdi],rcx; mov [rdi+0x5],rdx; ret
0x49bf35: add [rdi],0x48; or eax,0x1370303; ret
0x430da2: mov eax,[rcx+rax*4]; sub eax,edx; ret
0x45610f: or [rsi-0x2f],esi; mov [rdi],rsi; ret
0x43dc2e: add [rax],al; mov [rdi+0x20],rsi; ret
0x4365b8: mov [rdi],ecx; mov [rdi+0x7],rdx; ret
0x400b2c: call 0x4083f0 <puts>; nop; leave; ret
0x47751a: test [rax+0x7508313c],0x10894804; ret
0x4279f5: mov [rdi+0x2],edx; mov [rdi],ecx; ret
0x427039: push rdi; cmc; mov [rdi-0x4],ecx; ret
0x40f722: fld [rax-0x78]; cmp al,0x30; repz ret
0x427985: mov [rdi+0x3],edx; mov [rdi],ecx; ret
0x436042: mov [rdx],eax; lea rax,[rdx+0x3]; ret
0x472f28: clc; add ebx,[rbp+0x41]; pop rsp; ret
0x46211d: add [rax],eax; add [rax-0x77],cl; ret
0x403116: sub [rax],eax; add [rax-0x77],cl; ret
0x471b15: add [rbx-0xbb63],ecx; jmp [rcx]; retf
0x45fc59: bsr esi,esi; lea rax,[rcx+rsi*1]; ret
0x4391d8: vmovups ZMMWORD [rsi+0x1c0],zmm2; ret
0x4775ce: add [rax],al; mov rax,[rdi+0xa8]; ret
0x4142c4: dec [rax-0x77]; add eax,0x28d594; ret
0x45e7fc: inc ebx; xchg ax,ax; xor eax,eax; ret
0x4383b4: movzx edx,[rsi-0xe]; sub eax,edx; ret
0x436014: mov [rdx],eax; lea rax,[rdx+0x1]; ret
0x43b114: xor [rsi],esp; add [rax+0x39],cl; ret
0x42701a: in eax,0xf3; movq [rdi-0x10],mm1; ret
0x4752ae: add [rax],al; mov rax,[rsi+0xa8]; ret
0x42d0d6: mov eax,[rdx+rax*4]; sub eax,ecx; ret
0x472bda: push rdi; or [rcx+0x1],cl; ret 0x894c
0x46e4d1: add rdx,r8; mov rax,rdx; pop rbx; ret
0x436649: movq [rdi],mm0; mov [rdi+0xe],rcx; ret
0x49571a: or [rax+0xb],cl; add dh,[rcx+0xa]; ret
0x47984f: add [rbx+0x75c08507],cl; or dh,bl; ret
0x46128d: ror [rax-0x3f],1; call 0x783ed797; ret
0x415c7c: add al,[rax]; cmovne rax,rdx; repz ret
0x438eb0: enter 0x357e,0x48; movsxd eax,ecx; ret
0x43ae07: or [rax+0x1],bh; pop rbx; pop rbp; ret
0x40f32f: call 0x5c82508f; pop r13; pop r14; ret
0x421eaf: jg 0x421ef8 <__memcpy_ssse3+8952>; ret
0x46f094: fmul [rax+0x11]; rcr [rbp+0x5b],1; ret
0x46126d: ror [rax-0x3f],1; call 0x783ed777; ret
0x460bab: adc eax,0x30; cmovne rax,rdx; repz ret
0x46a2a0: cmove r8,rax; mov rax,r8; pop rbx; ret
0x43eb02: inc [rbx]; add [rax+0xf],cl; rex.R ret
0x42223e: rex.WRXB icebp; mov [rdi-0x8],rdx; ret
0x45fd49: dec [rax+0xf]; mov ebp,0xf80148c6; ret
0x4604f5: adc eax,0xfffd9d16; cmove rax,rdx; ret
0x461feb: jmp [rcx+rcx*4+0x10]; xor eax,eax; ret
0x4365d5: movq [rdi],mm0; mov [rdi+0x10],dh; ret
0x45c6f1: call 0x5c872451; pop r13; pop r14; ret
0x408390: call 0x5c81e0f0; pop r13; pop r14; ret
0x46163e: xchg ax,ax; mov eax,0xc9; syscall; ret
0x46b37f: cmp eax,0xffffffff; cmove rax,rdx; ret
0x41d742: ror [rax-0x73],0x44; cmp [rax],ah; ret
0x461191: ror [rax-0x3f],1; call 0x783ed69b; ret
0x40bbc7: adc [rbx+0x6],dh; movzx eax,[rax]; ret
0x409ab5: mov [rax],0x9; mov eax,0xffffffff; ret
0x42203e: rex.WRXB; repnz mov [rdi-0x8],rdx; ret
0x43c546: ja 0x43c550 <getrlimit64+32>; repz ret
0x46defa: clc; shl r9,cl; mov [rdi-0x10],r9; ret
0x461249: ror [rax-0x3f],1; call 0x783ed753; ret
0x40f283: call 0x5c824fe3; pop r13; pop r14; ret
0x4388c4: enter 0xc019,0x83; fdivr st,st(7); ret
0x46f08a: push rdi; or [rcx+0x29],cl; ret 0x894c
0x4615bd: ror [rax-0x3f],1; call 0x783edac7; ret
0x451686: div eax; add r9d,eax; mov eax,r9d; ret
0x43ac85: call 0x419fede5; pop rbp; pop rbp; ret
0x45fbd6: shl [rsi+0xf],1; outs dx,ds:[rsi]; ret
0x4615dd: ror [rax-0x3f],1; call 0x783edae7; ret
0x4614fe: ror [rax-0x3f],1; call 0x783eda08; ret
0x442387: mov edx,0xffffffff; cmovs eax,edx; ret
0x415cb3: add [rax],al; cmovne rax,rdx; repz ret
0x4671e4: add [rax],al; mov [rdi+0x308],rax; ret
0x43bdac: and al,0xc; add rsp,0x10; pop rbx; ret
0x43a573: rol bl,0x48; mov eax,edx; pop rbx; ret
0x447b1d: sub [rbx+rcx*4+0x35],cl; push rbx; ret
0x43b78a: mov [rdx],eax; mov eax,0xffffffff; ret
0x46137a: ror [rax-0x3f],1; call 0x783ed884; ret
0x41d732: ror [rax-0x73],0x44; cmp [rax],dl; ret
0x46e4d2: add edx,eax; mov rax,rdx; pop rbx; ret
0x40ea21: push rax; adc [rbx-0x2fd6efb9],cl; ret
0x4333c3: adc [rax-0x7b],cl; ror [rdi],0x85; ret
0x436669: movq [rdi],mm0; mov [rdi+0xf],rcx; ret
0x45e7ee: cmp ecx,[rdx+0x4c]; cmove eax,ecx; ret
0x45e7ed: cmp rcx,[rdx+0x4c]; cmove eax,ecx; ret
0x438394: movzx edx,[rsi-0x10]; sub eax,edx; ret
0x4155d6: lea ecx,[rdx-0x8]; cmovne rax,rcx; ret
0x436533: push rsi; add ecx,[rcx+0x357890f]; ret
0x402776: mov esp,0x8024; add [rax-0x39],cl; ret
0x4364c8: nop [rax+rax*1+0x0]; mov [rdi],dh; ret
0x46f35e: dec [rax+0x48e57506]; mov eax,esi; ret
0x40ee3d: add [rax],r8b; mov eax,0xffffffff; ret
0x461542: ror [rax-0x3f],1; call 0x783eda4c; ret
0x42ad15: vmovups ZMMWORD [rdi-0x200],zmm15; ret
0x4783f2: inc [rsi*2+0x8b80f]; add [rax],al; ret
0x40ea16: push rax; sbb [rbx-0x2fd6efb9],cl; ret
0x439f7c: jg 0x439f85 <__memset_chk_erms+5>; ret
0x406fdd: ror [rax-0x3f],1; call 0x64cdbbe8; ret
0x461599: ror [rax-0x3f],1; call 0x783edaa3; ret
0x46d100: mov rax,[rax+0x8]; sub rax,fs:0x0; ret
0x436608: movq [rdi],mm0; mov [rdi+0xf],ecx; ret
0x439f9a: rep stos es:[rdi],al; mov rax,rdx; ret
0x42711a: out 0xf3,eax; movq [rdi-0x10],mm1; ret
0x46f1dd: mov [rdx],0xffffc002; mov eax,0x1; ret
0x46fe3e: xchg ax,ax; mov eax,0x27; syscall; ret
0x464ab1: mov [rsi],0xffffffff; xor eax,eax; ret
0x461562: ror [rax-0x3f],1; call 0x783eda6c; ret
0x49bf12: add [rdi],0xd; add eax,[rdx]; cld; ret
0x46162b: ror [rax-0x3f],1; call 0x783edb35; ret
0x421e29: jg 0x421e7a <__memcpy_ssse3+8826>; ret
0x487506: add [rax],al; ror [rax+rax*1],0x0; ret
0x49648e: add [rsp+rax*2],0xe; xor [rdx],al; ret
0x46f4a0: rex.WXB and rax,[r8]; add rsp,0x8; ret
0x44a733: ja 0x44a740 <sigprocmask+32>; repz ret
0x47aad4: pop rbp; jmp 0x414960 <free>; repz ret
0x40835c: call 0x419cc4be; pop rbp; pop r14; ret
0x41dbac: and [rax+0x1],cl; clc; vzeroupper; ret
0x46d101: mov eax,[rax+0x8]; sub rax,fs:0x0; ret
0x436c55: movq [rdi],mm0; lea rax,[rdi+0xf]; ret
0x426e9a: push rdi; repnz mov [rdi-0x8],rcx; ret
0x4612db: ror [rax-0x3f],1; call 0x783ed7e5; ret
0x469210: outs dx,ds:[rsi]; or [rax+0x1],cl; ret
0x477f01: jmp rax; nop [rax+rax*1+0x0]; repz ret
0x43bdad: or al,0x48; add esp,0x10; pop rbx; ret
0x43c60a: je 0x43c60e <getpagesize+14>; repz ret
0x4604d8: or al,0x0; add [rbx+rax*1-0xd],dh; ret
0x456148: mov eax,0xffffffff; mov [rdi],rsi; ret
0x461522: ror [rax-0x3f],1; call 0x783eda2c; ret
0x4365e9: movq [rdi],mm0; mov [rdi+0x10],cx; ret
0x409af6: or [rax-0x1],bh; pop rbx; pop rbp; ret
0x43a1ac: rol [rax+0x48000000],0x39; retf 0xe175
0x4155d5: lea rcx,[rdx-0x8]; cmovne rax,rcx; ret
0x45e0c9: push rax; sbb [rcx+0x5bc0310b],cl; ret
0x451685: div r8d; add r9d,eax; mov eax,r9d; ret
0x415bb8: nop [rax+rax*1+0x0]; mov eax,0x16; ret
0x47754e: mov [rsi],eax; mov rax,[rdi+0x98]; ret
0x472d1b: or [rdi],cl; mov dh,0xc0; neg eax; ret
0x462000: mov [rax],0xc; mov eax,0xffffffff; ret
0x43a48e: add ah,bh; add eax,[rax]; pop rbx; ret
0x451751: sbb ah,[rsi+0xf]; outs dx,ds:[rsi]; ret
0x41e51c: inc ebp; std; xlat ds:[rbx]; ret 0xe883
0x44a361: mov eax,0xfffffff0; add rax,fs:0x0; ret
0x46a1eb: mov [rsi],edi; mov rax,r8; pop rbx; ret
0x45fb9c: xor [rsi+0xf],ah; outs dx,ds:[rsi]; ret
0x415ce3: add [rax],eax; cmovne rax,rdx; repz ret
0x461c8f: ja 0x461c98 <__fxstatat64+40>; repz ret
0x40b6c6: or [rbx+0x5d],bl; pop r12; pop r13; ret
0x455fb7: add [rax],al; mov eax,edx; pop rbx; ret
0x426e0a: push rdi; icebp; mov [rdi-0x8],rcx; ret
0x47752d: jmp [rsi-0x70]; mov rax,[rdi+0x98]; ret
0x417fa8: movzx eax,[rdi+rdx*1]; sub eax,ecx; ret
0x43a4bf: add [rdi],cl; mov dh,0xc1; pop rbx; ret
0x43a535: or [rax],al; add [rax],al; pop rbx; ret
0x437088: nop [rax+rax*1+0x0]; lea rax,[rdi]; ret
0x472d19: add esp,0x8; movzx eax,al; neg eax; ret
0x418013: movzx edx,[rsi+rdx*1]; sub eax,edx; ret
0x41c5f8: movzx edx,[rsi+rcx*1]; sub eax,edx; ret
0x4167c2: je 0x41678a <memcmp_ifunc+26>; repz ret
0x41d4f4: add [rax+0x1],cl; clc; add rax,rcx; ret
0x4913b3: or eax,0xeeb0f650; fcmovb st,st(3); ret
0x491f87: pop rdx; out 0xf5,eax; mov ch,0xab; ret
0x427bb0: movzx edx,WORD [rsi]; mov [rdi],dx; ret
0x44a381: mov eax,0xffffffe8; add rax,fs:0x0; ret
0x421e75: jg 0x421ec6 <__memcpy_ssse3+8902>; retf
0x421850: mov dl,[rsi-0x1]; mov [rdi-0x1],dl; ret
0x408549: fcomp [rbx+0x5d]; pop r12; pop r13; ret
0x421eef: jg 0x421f38 <__memcpy_ssse3+9016>; retf
0x43b7a0: mov [rax],0x16; mov eax,0xffffffff; ret
0x4330ba: and al,[rsp+riz*8-0xb7f68c]; ret 0xc148
0x427742: rex.RXB or al,0xf3; movq [rdi],mm1; ret
0x407cc9: rol [rax],1; add [rax],al; pop rbx; ret
0x4619ac: rcr [rbx+0x5d],1; pop r12; pop r13; ret
0x43a43d: lock jmp rax; xor eax,eax; pop rbx; ret
0x436618: movq [rdi],mm0; mov [rdi+0x10],ecx; ret
0x477fac: add [rdi+0x2],dh; sbb eax,eax; repz ret
0x415bd6: add [rax],al; mov eax,0xc; pop rbx; ret
0x421c18: mov [rdi-0x3],dx; mov [rdi-0x2],cx; ret
0x42177a: jg 0x4217c3 <__memcpy_ssse3+7107>; iret
0x472d0c: in al,dx; or al,ch; rex.WRB retf 0xffff
